cluster,difficulty_level,total_notes,bpm,duration_seconds,pca_x,pca_y,n_l,n_m,n_mu,n_var,l_4,l_8,l_12,l_16,l_24,l_32,l_oth,t_l,t_s,t_f,t_mu,total_notes_svg,total_notes_csv,notes_mapped_by_beatlines,notes_mapped_fallback
0,9.137472283813747,256.57871396895786,119.58614944567627,125.88913525498891,-2.671303196447776,-0.603801457021508,0.0,121.46119733924613,7.10646717218189,276.8786472465567,0.9992535993084277,0.0004506965163807693,0.00029570417519152913,0.0,0.0,0.0,0.0,153.7849223946785,153.7849223946785,153.7849223946785,8.613197867355899,904.3458980044346,687.3747228381375,489.72949002217297,414.61640798226165
1,21.205278592375368,795.6568914956011,181.0674193548387,122.64809384164222,0.8544731995494274,1.0215720417346779,0.0,121.48093841642229,7.089273343171519,277.27785213576493,0.9988491874229628,0.0005647320680455402,0.0005860805089916729,0.0,0.0,0.0,0.0,156.316715542522,156.316715542522,156.316715542522,8.605151425881342,880.2639296187683,681.8005865102639,477.7771260997067,402.4868035190616
2,23.958904109589042,841.3150684931506,138.96565456621005,125.22831050228311,0.3355682963520538,-0.9762659974150267,0.0,128.20319634703196,7.3722599180958595,299.2736781591783,0.998852337732348,0.0004269645260697095,0.0007206977415822963,0.0,0.0,0.0,0.0,157.65068493150685,157.65068493150685,157.65068493150685,9.207105371835445,935.0639269406392,721.9885844748859,486.62100456621005,448.4429223744292
3,11.097421203438396,403.54154727793696,198.40716332378224,124.8567335243553,-0.6538445355008679,2.6212241205013846,0.0,116.75071633237822,6.725701582212549,264.7466747831817,0.9991165707296487,0.0003865936422416739,0.0004968356281097036,0.0,0.0,0.0,0.0,155.20057306590257,155.20057306590257,155.20057306590257,8.822269046458477,855.1690544412608,662.6217765042979,447.05444126074497,408.11461318051573
4,34.77777777777778,2021.888888888889,191.94444444444446,136.11111111111111,11.670951551535472,-3.385615411481094,0.0,130.22222222222223,7.083185210710944,257.01349072436335,0.9978009682708371,0.002024328724271232,0.00017470300489168416,0.0,0.0,0.0,0.0,155.11111111111111,155.11111111111111,155.11111111111111,10.494175564658349,929.1111111111111,715.8888888888889,503.8888888888889,425.22222222222223
5,14.9,479.0,116.1,126.0,-1.9903687675982293,-3.895731407191228,0.0,112.5,6.493327803449657,339.60798279849644,0.999912510936133,8.748906386701663e-05,0.0,0.0,0.0,0.0,0.0,162.7,162.7,162.7,11.86310878140355,872.8,755.9,353.0,519.8
6,22.16,697.9466666666667,115.99166666666666,119.54666666666667,-0.7469768953281257,-2.4961509376902447,0.0,117.44,7.150508140540875,281.6035470225879,0.9998572238933455,4.893101218030437e-05,9.384509447424946e-05,0.0,0.0,0.0,0.0,160.90666666666667,160.90666666666667,160.90666666666667,8.233481604371887,890.4133333333333,682.7866666666666,447.7733333333333,442.64
7,32.45614035087719,1652.578947368421,201.55263157894737,136.73684210526315,6.175861321649217,-0.3812881800535633,0.0,151.66666666666666,8.419311957519325,374.3161037224277,0.9996583424672465,4.885401679052381e-05,0.0002928035159629693,0.0,0.0,0.0,0.0,160.78947368421052,160.78947368421052,160.78947368421052,8.226299729073201,1049.017543859649,791.0877192982456,547.5263157894736,501.49122807017545
8,10.94238683127572,357.30864197530866,155.1062962962963,124.26748971193416,-1.6012758134198635,0.7768762624824443,0.0,123.01440329218107,7.006845571587925,271.0798920520866,0.9990929733534053,0.0003748957849255892,0.000532130861669006,0.0,0.0,0.0,0.0,155.21810699588477,155.21810699588477,155.21810699588477,9.430864205542255,892.1995884773662,682.7181069958848,482.582304526749,409.61728395061726
9,24.6046511627907,1059.4767441860465,230.83604651162793,127.55813953488372,3.0005746237752406,2.655653210609648,0.0,137.1627906976744,8.12798426127098,335.7912414464301,0.9991890176406424,0.0006276357081500158,0.00018334665120760222,0.0,0.0,0.0,0.0,155.02325581395348,155.02325581395348,155.02325581395348,8.203617865621553,1048.4418604651162,795.2325581395348,544.8604651162791,503.5813953488372
10,20.845833333333335,636.7,106.9951875,126.32083333333334,-1.1455087937294048,-2.0240773843898237,0.0,120.94166666666666,7.029721469054165,276.12846180492124,0.9990938092801208,0.00031239441048286863,0.0005937963093963508,0.0,0.0,0.0,0.0,151.0125,151.0125,151.0125,8.165879395869464,901.2083333333334,691.4291666666667,469.20416666666665,432.00416666666666
11,28.727848101265824,1211.9778481012659,184.2753164556962,129.62025316455697,2.9948826594290434,0.2014141206027745,0.0,114.93354430379746,6.879057921865041,260.349265768748,0.9990073761385737,0.000524268417029793,0.00046835544439656783,0.0,0.0,0.0,0.0,153.8860759493671,153.8860759493671,153.8860759493671,8.987656570528411,843.2974683544304,642.4430379746835,462.93037974683546,380.36708860759495
12,28.20746887966805,1128.5643153526971,134.4630846473029,134.80497925311204,1.9177150330283206,-1.9447636949078004,0.0,127.97095435684648,7.328397592441768,316.46707495159797,0.9988055936214748,0.0003968801001363142,0.0007975262783888227,0.0,0.0,0.0,0.0,152.0,152.0,152.0,8.159801663323256,927.3900414937759,701.2738589211618,511.1701244813278,416.21991701244815
