cluster,difficulty_level,total_notes,bpm,duration_seconds,pca_x,pca_y,n_l,n_m,n_mu,n_var,l_4,l_8,l_12,l_16,l_24,l_32,l_oth,t_l,t_s,t_f,t_mu,total_notes_svg,total_notes_csv,notes_mapped_by_beatlines,notes_mapped_fallback
0,8.9031007751938,264.4825581395349,131.23914089147286,125.83333333333333,-2.4272283188890813,-0.09362013335554598,0.0,122.0,7.117002297156859,277.7108232404264,0.9992668760447982,0.00043770112015541614,0.0002954228350463321,0.0,0.0,0.0,0.0,154.19573643410854,154.19573643410854,154.19573643410854,8.470773970047672,907.6899224806201,692.3798449612403,491.71317829457365,415.9767441860465
1,21.591044776119404,808.0507462686567,180.65868656716418,121.97313432835821,0.9126905933645778,0.9720395891232492,0.0,121.89253731343284,7.053123646784886,277.84657561752505,0.9989067742471736,0.0005146651707297579,0.0005785605820966776,0.0,0.0,0.0,0.0,156.19701492537314,156.19701492537314,156.19701492537314,8.741238241455497,869.7373134328358,675.0716417910447,467.9910447761194,401.74626865671644
2,26.31578947368421,933.6109839816934,133.17488947368423,127.34096109839817,0.7225142081113473,-1.4649812217007225,0.0,126.2654462242563,7.399616762513646,295.7400297761912,0.9988280992371695,0.00047821091072534563,0.0006936898521050906,0.0,0.0,0.0,0.0,158.83066361556064,158.83066361556064,158.83066361556064,9.167448824758027,939.2723112128147,723.2700228832952,490.99771167048056,448.2745995423341
3,11.48828125,430.55078125,205.152734375,125.0859375,-0.43494173251725643,2.873696827974431,0.0,121.046875,6.792855627068122,278.68132531539806,0.9989087517087576,0.00043173683386911504,0.0006595114573733463,0.0,0.0,0.0,0.0,153.96484375,153.96484375,153.96484375,9.104725037898547,866.09375,667.89453125,445.25390625,420.83984375
4,35.125,2101.125,194.0625,137.25,11.016242187285822,-2.9718729142425877,0.0,120.625,6.695284086508531,269.4605790278445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,142.375,142.375,142.375,7.495126946880714,931.375,707.125,561.625,369.75
5,13.333333333333334,406.55555555555554,117.77777777777777,127.88888888888889,-2.4241679164050223,-3.705553810785048,0.0,94.66666666666667,5.98773782829688,190.17011985307124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,154.66666666666666,154.66666666666666,154.66666666666666,7.525877636152809,698.7777777777778,569.1111111111111,374.6666666666667,324.1111111111111
6,15.422619047619047,421.26190476190476,90.22916666666667,127.05952380952381,-2.444817150473453,-2.3118013306909933,0.0,124.96428571428571,7.282824060912619,298.4140755975278,0.999673257328427,0.00015207353587913059,0.00017466913569380923,0.0,0.0,0.0,0.0,159.23809523809524,159.23809523809524,159.23809523809524,8.60171354956564,913.75,705.5595238095239,467.5595238095238,446.1904761904762
7,32.55357142857143,1656.5,202.22321428571428,136.66071428571428,6.209065415410216,-0.36167495204636546,0.0,136.26785714285714,8.13069995126366,299.12036072128876,0.9982759357389616,0.0007726313266698895,0.0009514329343685202,0.0,0.0,0.0,0.0,145.16071428571428,145.16071428571428,145.16071428571428,9.572177413515806,1017.0714285714286,750.2678571428571,581.5892857142857,435.48214285714283
8,10.612021857923498,357.43715846994536,169.765,124.36612021857924,-1.3374430427324722,1.4336283650206936,0.0,125.4153005464481,7.020764445463974,281.6968542650458,0.9992553478040733,0.00022457596881481724,0.0005200762271118301,0.0,0.0,0.0,0.0,157.6448087431694,157.6448087431694,157.6448087431694,9.635652632087265,898.3770491803278,690.5355191256831,480.4972677595628,417.879781420765
9,24.858823529411765,1069.1411764705883,230.2694117647059,126.88235294117646,3.0568869018515055,2.5993083288044336,0.0,103.6470588235294,6.246070677047411,204.54635694838072,0.9989811125540611,0.0008205331577083172,0.0001983542882305878,0.0,0.0,0.0,0.0,152.23529411764707,152.23529411764707,152.23529411764707,8.625554867137442,786.4705882352941,608.9529411764706,424.4235294117647,362.0470588235294
10,18.52409638554217,617.5060240963855,135.3369981927711,124.34036144578313,-0.7987732186947356,-0.6578092489007084,0.0,122.94277108433735,7.216699351180419,282.5725679819974,0.9990951537562074,0.00035562152366329245,0.0005492247201292992,0.0,0.0,0.0,0.0,151.97289156626505,151.97289156626505,151.97289156626505,8.076723298484481,925.9969879518072,708.4367469879518,485.2259036144578,440.7710843373494
11,28.773162939297123,1213.2044728434505,184.0958466453674,129.55271565495207,2.9872772780384094,0.19537914158840844,0.0,117.59424920127796,7.077318966612913,269.39209421683347,0.9990118260440107,0.0005511660815681537,0.00043700787442110264,0.0,0.0,0.0,0.0,152.57507987220447,152.57507987220447,152.57507987220447,8.965628653954502,865.6709265175718,656.5974440894569,474.45686900958464,391.2140575079872
12,28.72142857142857,1193.05,135.80394071428572,137.45714285714286,2.402559203592014,-2.096289507339654,0.0,140.55,7.835859692293803,384.58697478522794,0.9991734883277057,0.000475335747392751,0.00035117592490148706,0.0,0.0,0.0,0.0,155.7,155.7,155.7,8.35875702016078,995.9428571428572,741.6071428571429,554.1285714285714,441.8142857142857
13,32.0,1388.0,175.0,127.0,16.908626465532663,-6.695555389389146,0.0,136.0,7.020689655172414,209.8685374554102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,185.0,185.0,6.206896551724138,1018.0,814.0,556.0,462.0
14,22.2987012987013,703.8961038961039,115.75811688311688,119.27272727272727,-0.7066129518150596,-2.5359426357470487,0.0,104.8961038961039,6.042619743559859,209.31855567043738,0.9980720582748189,0.0002614518636093287,0.001666489861571806,0.0,0.0,0.0,0.0,148.63636363636363,148.63636363636363,148.63636363636363,8.005262444263344,768.1168831168832,607.7272727272727,410.14285714285717,357.97402597402595
