cluster,difficulty_level,total_notes,bpm,duration_seconds,pca_x,pca_y,n_l,n_m,n_mu,n_var,l_4,l_8,l_12,l_16,l_24,l_32,l_oth,t_l,t_s,t_f,t_mu,total_notes_svg,total_notes_csv,notes_mapped_by_beatlines,notes_mapped_fallback
0,9.109375,261.8125,124.7418646875,126.18125,-2.5564736015173284,-0.37031650819736245,0.0,117.28125,6.93561916569486,266.7268757239805,0.9991574121340097,0.0005229714430930042,0.0003196164228972542,0.0,0.0,0.0,0.0,155.603125,155.603125,155.603125,8.649486400600335,876.08125,672.925,473.765625,402.315625
1,28.68774703557312,1200.5138339920948,186.9328063241107,129.17786561264822,2.9513677619170693,0.3664431125065068,0.0,126.19367588932806,7.282807573969209,280.8436399617913,0.9993974123919617,0.00035580494430853364,0.00024678266372976567,0.0,0.0,0.0,0.0,152.87351778656125,152.87351778656125,152.87351778656125,8.219418681126992,937.3675889328064,710.5217391304348,512.2292490118577,425.1383399209486
2,16.21951219512195,460.4390243902439,129.6158536585366,113.63414634146342,-1.5938085747689754,-0.9667502190372768,0.0,98.53658536585365,5.650578649951182,209.11309577212398,0.9987082743040931,0.0005103189493433396,0.0007814067465635409,0.0,0.0,0.0,0.0,157.53658536585365,157.53658536585365,157.53658536585365,8.539938178261647,706.8536585365854,576.6341463414634,368.2682926829268,338.5853658536585
3,11.76086956521739,486.3152173913044,224.3869565217391,128.68478260869566,0.12981458822764666,3.6242190242873185,0.0,125.55434782608695,7.605764903492318,285.00449983254043,0.9983590058447429,0.0007457147800276074,0.0008952793752293768,0.0,0.0,0.0,0.0,152.20652173913044,152.20652173913044,152.20652173913044,8.569751501105404,926.4130434782609,693.6195652173913,529.0760869565217,397.3369565217391
4,17.0,563.875,112.0,131.25,-1.5723169712096032,-3.9438188862247348,0.0,139.5,7.470008698785221,437.9388000731429,0.9993757802746567,0.0,0.0006242197253433209,0.0,0.0,0.0,0.0,175.125,175.125,175.125,6.945623029122004,972.0,748.625,491.625,480.375
5,25.94941634241245,890.863813229572,126.1397926070039,127.0272373540856,0.3913770121172611,-1.6901472207350365,0.0,127.80933852140078,7.268308160867811,296.5673351762544,0.9984032495350588,0.0006193414075523388,0.0009774090573888862,0.0,0.0,0.0,0.0,157.01167315175098,157.01167315175098,157.01167315175098,9.671247939102042,905.0466926070039,703.2101167315175,470.3657587548638,434.6809338521401
6,31.830188679245282,1602.8301886792453,220.11320754716982,139.69811320754718,5.536717210751559,0.9310961104340253,0.0,105.90566037735849,6.1285103092940485,222.70824960026303,0.9995005419727874,0.00030635279141780984,0.00019310523579478623,0.0,0.0,0.0,0.0,152.79245283018867,152.79245283018867,152.79245283018867,9.252846874949345,790.566037735849,602.1698113207547,426.3207547169811,364.24528301886795
7,22.73846153846154,720.8,114.8076923076923,120.23076923076923,-0.6605004055010341,-2.641354222661483,0.0,120.49230769230769,7.448968284518271,270.1800156949517,0.9992156148169049,0.0001934222860720662,0.000590962897023039,0.0,0.0,0.0,0.0,156.8923076923077,156.8923076923077,156.8923076923077,7.9484544681831055,921.723076923077,702.3230769230769,493.5692307692308,428.15384615384613
8,28.375,1151.80625,133.287823125,137.40625,1.8654278054111568,-1.9740006397557792,0.0,138.7625,7.904564015030461,345.82020482704127,0.9992882479459079,0.0003059398812527202,0.00040581217283946504,0.0,0.0,0.0,0.0,161.8375,161.8375,161.8375,9.168895827720597,1015.06875,790.36875,510.38125,504.6875
9,35.333333333333336,1858.6666666666667,207.0,127.33333333333333,15.003630738515179,-4.13967689934226,0.0,64.33333333333333,5.269323230775659,94.23913459588402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,175.66666666666666,175.66666666666666,175.66666666666666,8.171845620290542,588.0,488.0,343.3333333333333,244.66666666666666
