cluster,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,70,184,62,13,5,6,71,156,83,9,10,69,86,59,7,1,7,7,6,3,4,7,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,3,12,4,12,5,6,4,8,1
2,0,0,0,0,0,0,0,0,0,0,0,0,4,17,14,7,4,2,15,35,75,60,42,42,66,79,75,24,7,4,5,2,0,0
3,0,0,0,0,0,0,0,0,0,0,0,6,23,47,16,7,2,16,66,109,77,75,70,106,93,35,20,10,2,1,0,0,0,0
4,0,2,68,107,88,1,4,75,126,52,10,5,67,84,39,8,1,1,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0
