cluster,difficulty_level,total_notes,bpm,duration_seconds,pca_x,pca_y,n_l,n_m,n_mu,n_var,l_4,l_8,l_12,l_16,l_24,l_32,l_oth,t_l,t_s,t_f,t_mu,total_notes_svg,total_notes_csv,notes_mapped_by_beatlines,notes_mapped_fallback
0,11.561555075593953,347.14686825053997,126.02454470842332,125.39740820734342,-2.1709888134065904,-0.5520357253238884,0.0,122.7257019438445,7.135318161752799,279.2257895189703,0.9990279158804896,0.0005363642840814113,0.0004357198354290406,0.0,0.0,0.0,0.0,154.92980561555075,154.92980561555075,154.92980561555075,8.786468150233757,898.3315334773218,689.2019438444925,484.33585313174945,413.99568034557234
1,32.71875,1693.03125,189.7421875,137.015625,6.824601610680309,-1.3038852062293198,0.0,114.5,6.883029870700034,254.69160326884264,0.9976930675065216,0.00019151553743817048,0.0021154169560401353,0.0,0.0,0.0,0.0,156.59375,156.59375,156.59375,8.397008276463666,878.359375,670.25,470.28125,408.078125
2,27.33851468048359,1122.13298791019,188.75226252158893,127.23488773747842,2.6334594163638343,0.6058905565540224,0.0,123.713298791019,7.120994785191419,289.28917032541347,0.9991498219084565,0.0003606892680426657,0.0004894888235008846,0.0,0.0,0.0,0.0,157.05354058721935,157.05354058721935,157.05354058721935,8.895242532187927,905.8169257340242,700.1813471502591,470.7322970639033,435.0846286701209
3,25.384122919334185,909.2932138284251,131.57350204865557,127.75928297055057,0.6213619701072114,-1.5613799853373012,0.0,123.43021766965428,7.086398100944043,280.9160108755115,0.9992567282309622,0.0003449452055567001,0.00039832656348099234,0.0,0.0,0.0,0.0,155.81306017925735,155.81306017925735,155.81306017925735,9.054387772385764,900.9001280409731,692.7259923175416,476.76056338028167,424.1395646606914
4,12.753004005340454,465.630173564753,186.28182910547397,124.24833110814419,-0.5827711116120551,1.9536193206305077,0.0,122.32176234979973,7.16914670359757,286.7068405448683,0.9989320161611418,0.0004387366532614201,0.0006292471855967487,0.0,0.0,0.0,0.0,152.59412550066756,152.59412550066756,152.59412550066756,8.531262158311515,899.351134846462,682.1375166889186,488.3738317757009,410.977303070761
