cluster,difficulty_level,total_notes,bpm,duration_seconds,pca_x,pca_y,n_l,n_m,n_mu,n_var,l_4,l_8,l_12,l_16,l_24,l_32,l_oth,t_l,t_s,t_f,t_mu,total_notes_svg,total_notes_csv,notes_mapped_by_beatlines,notes_mapped_fallback
0,8.811538461538461,250.6076923076923,122.87267961538463,126.28076923076924,-2.633754695133241,-0.43302817919288566,0.0,116.3076923076923,6.900153731241155,263.86226463313113,0.9991774323328354,0.0005552506570410323,0.0002673170101236664,0.0,0.0,0.0,0.0,154.43076923076924,154.43076923076924,154.43076923076924,8.479534609561819,869.2961538461539,663.1769230769231,468.88461538461536,400.41153846153844
1,26.134078212290504,972.8826815642458,181.12754189944135,121.29608938547486,1.732408236755673,0.6223507866339828,0.0,131.81564245810057,7.500769622382089,304.8513086125026,0.9993292157102669,0.00031402361722349104,0.0003567606725096446,0.0,0.0,0.0,0.0,152.6759776536313,152.6759776536313,152.6759776536313,8.880294077167738,969.1620111731844,730.2793296089385,528.7486033519554,440.41340782122904
2,15.435897435897436,445.5897435897436,132.70192307692307,114.66666666666667,-1.6225465078022738,-0.7626475284823778,0.0,99.56410256410257,6.0171608044022005,208.18720596842326,0.9996426262873422,0.0001702129415552687,0.00018716077110237693,0.0,0.0,0.0,0.0,150.84615384615384,150.84615384615384,150.84615384615384,7.468023231356063,766.7948717948718,616.2307692307693,400.3333333333333,366.46153846153845
3,10.824074074074074,385.4074074074074,194.81944444444446,125.20370370370371,-0.800144218730381,2.505051020445904,0.0,119.01388888888889,7.129557020972538,253.226443713231,0.9989332785346748,0.0005703546304841625,0.0004963668348409973,0.0,0.0,0.0,0.0,156.08333333333334,156.08333333333334,156.08333333333334,8.3128598370052,889.3842592592592,683.6805555555555,494.38425925925924,395.0
4,17.0,563.875,112.0,131.25,-1.5723169712096032,-3.9438188862247348,0.0,72.875,4.606515915342697,107.89357630124152,0.9940340493578173,0.002061005770816158,0.003904944871366522,0.0,0.0,0.0,0.0,154.5,154.5,154.5,9.529630236508995,534.0,449.375,316.75,217.25
5,26.053333333333335,847.2933333333333,106.17333333333333,127.02666666666667,-0.045491113035585104,-2.5421506562653384,0.0,138.18666666666667,7.634804332735425,388.26985456077244,0.9992537805322629,0.0003562292331146242,0.0003899902346224367,0.0,0.0,0.0,0.0,159.36,159.36,159.36,9.723506667151447,941.1066666666667,727.16,484.7866666666667,456.32
6,33.06896551724138,1694.7586206896551,195.74137931034483,138.82758620689654,5.1703821939305845,-0.16654985498343985,0.0,126.89655172413794,7.306693652050065,280.5509642748942,0.9983768157647546,0.0007662835249042146,0.0008569007103412912,0.0,0.0,0.0,0.0,166.72413793103448,166.72413793103448,166.72413793103448,9.272104318121226,866.0,698.2068965517242,409.37931034482756,456.62068965517244
7,26.6,847.6333333333333,117.89166666666667,118.7,0.14507441798124213,-2.6138597756083044,0.0,130.33333333333334,7.06955605645236,291.6628286803777,0.9999381024804689,4.6773502592213745e-05,1.5124016938898971e-05,0.0,0.0,0.0,0.0,154.86666666666667,154.86666666666667,154.86666666666667,7.973625456689606,882.5,673.0,486.8,395.7
8,25.79605263157895,918.7236842105264,128.75034013157895,130.09868421052633,0.5222998507435248,-1.6054232274227702,0.0,124.14473684210526,7.190331509745931,274.9719809758891,0.9979152444210885,0.0007347983703053099,0.0013499572086062709,0.0,0.0,0.0,0.0,154.26973684210526,154.26973684210526,154.26973684210526,9.633551682864057,913.703947368421,701.4407894736842,485.4671052631579,428.2368421052632
9,37.0,2094.0,223.0,127.5,14.051132875006436,-2.861737654318816,0.0,70.0,5.056784857371368,104.78307375386824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,145.5,145.5,145.5,7.3480405225273255,617.0,527.0,238.5,378.5
