cluster,difficulty_level,total_notes,bpm,duration_seconds,pca_x,pca_y,n_l,n_m,n_mu,n_var,l_4,l_8,l_12,l_16,l_24,l_32,l_oth,t_l,t_s,t_f,t_mu,total_notes_svg,total_notes_csv,notes_mapped_by_beatlines,notes_mapped_fallback
0,9.13015873015873,261.6984126984127,124.31554507936507,125.93968253968254,-2.5646033552613137,-0.38911058610446775,0.0,117.13650793650794,6.9487337582291,264.0704156198884,0.9991440377234384,0.0005312725771103535,0.0003246896994511789,0.0,0.0,0.0,0.0,156.06666666666666,156.06666666666666,156.06666666666666,8.64220525333238,878.6476190476191,674.3301587301587,474.24126984126985,404.4063492063492
1,28.653225806451612,1202.483870967742,187.67943548387098,129.24193548387098,2.9508620853157934,0.4076615511356507,0.0,128.20967741935485,7.361572526342996,288.88612588869074,0.9993899358214431,0.0003629784310889476,0.0002470857474680097,0.0,0.0,0.0,0.0,152.10887096774192,152.10887096774192,152.10887096774192,8.249625863563356,947.1814516129032,715.9274193548387,520.9959677419355,426.18548387096774
2,15.976744186046512,461.7906976744186,132.4593023255814,115.18604651162791,-1.5387183127596875,-0.8343127028298442,0.0,86.69767441860465,5.098742443622672,181.37103595375217,0.9991429986920031,0.00048658318425760284,0.0003704181237394205,0.0,0.0,0.0,0.0,155.32558139534885,155.32558139534885,155.32558139534885,8.669475330634354,622.7906976744187,526.0930232558139,310.93023255813955,311.86046511627904
3,12.098591549295774,480.8098591549296,216.11338028169013,128.21830985915494,-0.03571577945034872,3.2674773995630844,0.0,129.16901408450704,7.646138854909882,320.6895101971202,0.998459998306438,0.0006662725460132816,0.0008737291475488279,0.0,0.0,0.0,0.0,156.73239436619718,156.73239436619718,156.73239436619718,9.041314953602194,941.1197183098592,713.9084507042254,515.2816901408451,425.8380281690141
4,17.0,563.875,112.0,131.25,-1.5723169712096032,-3.9438188862247348,0.0,104.625,6.9495349077796,234.26555285274972,0.999722761378129,0.0,0.00027723862187095633,0.0,0.0,0.0,0.0,155.875,155.875,155.875,7.475662688472468,803.5,605.625,417.0,386.5
5,25.676923076923078,890.4461538461538,129.57067307692307,127.3423076923077,0.42497485359943254,-1.5187797599927253,0.0,120.80384615384615,6.888798707547688,262.9925006507847,0.9985145554379001,0.0005705571402123219,0.0009148874218875707,0.0,0.0,0.0,0.0,155.70384615384614,155.70384615384614,155.70384615384614,9.46997873596157,864.8615384615384,673.3923076923077,454.4653846153846,410.3961538461538
6,31.830188679245282,1602.8301886792453,220.11320754716982,139.69811320754718,5.536717210751559,0.9310961104340253,0.0,131.64150943396226,7.9298032600762,313.74019983915645,0.9991391111437014,0.00010030353368317379,0.0007605853226154534,0.0,0.0,0.0,0.0,151.41509433962264,151.41509433962264,151.41509433962264,7.862140816485517,985.5283018867924,723.9622641509434,538.1320754716982,447.39622641509436
7,22.73846153846154,720.8,114.8076923076923,120.23076923076923,-0.6605004055010341,-2.641354222661483,0.0,132.36923076923077,7.1853324124155,342.1927317763077,0.9993215851607138,0.00017936874227712782,0.0004990460970091115,0.0,0.0,0.0,0.0,165.76923076923077,165.76923076923077,165.76923076923077,10.15799824568242,903.5230769230769,732.9076923076923,439.96923076923076,463.55384615384617
8,28.216867469879517,1144.4096385542168,132.41929759036145,137.51807228915663,1.8117685346898518,-1.995788072244052,0.0,134.05421686746988,7.966876203264749,319.969872390475,0.9993139339738599,0.0004285487803319745,0.000257517245808101,0.0,0.0,0.0,0.0,162.12048192771084,162.12048192771084,162.12048192771084,8.575962062161821,1017.8795180722891,781.0361445783133,528.5783132530121,489.30120481927713
9,35.333333333333336,1858.6666666666667,207.0,127.33333333333333,15.003630738515179,-4.13967689934226,0.0,87.0,4.345194805194805,121.00042640130432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,170.33333333333334,170.33333333333334,170.33333333333334,6.877922077922077,561.6666666666666,496.3333333333333,276.6666666666667,285.0
